Age,1yr Prob,2yr Prob,3yr Prob,4yr Prob,5yr Prob
1,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0004331817129562543
9,0.0,0.0,0.0,0.0004331817129562543,0.0004331817129562543
10,0.0,0.0,0.0004331817129562543,0.0004331817129562543,0.0004331817129562543
11,0.0,0.0004331817129562543,0.0004331817129562543,0.0004331817129562543,0.0004331817129562543
12,0.0004331817129562543,0.0004331817129562543,0.0004331817129562543,0.0004331817129562543,0.0004331817129562543
13,0.0,0.0,0.0,0.0,0.0004471272002396498
14,0.0,0.0,0.0,0.0004471272002396498,0.0004471272002396498
15,0.0,0.0,0.0004471272002396498,0.0004471272002396498,0.0004471272002396498
16,0.0,0.0004471272002396498,0.0004471272002396498,0.0004471272002396498,0.0009282597410318338
17,0.0004471272002396498,0.0004471272002396498,0.0004471272002396498,0.0009282597410318338,0.0009282597410318338
18,0.0,0.0,0.00048134776447050776,0.00048134776447050776,0.00048134776447050776
19,0.0,0.00048134776447050776,0.00048134776447050776,0.00048134776447050776,0.00048134776447050776
20,0.00048134776447050776,0.00048134776447050776,0.00048134776447050776,0.00048134776447050776,0.00048134776447050776
21,0.0,0.0,0.0,0.0,0.0005544773908358058
22,0.0,0.0,0.0,0.0005544773908358058,0.0005544773908358058
23,0.0,0.0,0.0005544773908358058,0.0005544773908358058,0.0012290946602583341
24,0.0,0.0005544773908358058,0.0005544773908358058,0.0012290946602583341,0.0020018380687675252
25,0.0005544773908358058,0.0005544773908358058,0.0012290946602583341,0.0020018380687675252,0.0028854131875927225
26,0.0,0.0006749915369688164,0.0014481636519350083,0.0023322289649883032,0.0032738690753580935
27,0.0006749915369688164,0.0014481636519350083,0.0023322289649883032,0.0032738690753580935,0.0032738690753580935
28,0.000773694352106058,0.001658356804828065,0.0026006329436170095,0.0026006329436170095,0.0026006329436170095
29,0.0008853474410367435,0.0018283531780384221,0.0018283531780384221,0.0018283531780384221,0.0030375252248989737
30,0.0009438413645385113,0.0009438413645385113,0.0009438413645385113,0.002154084897413977,0.004627059875691009
31,0.0,0.0,0.0012113868899306102,0.0036866981693832734,0.0036866981693832734
32,0.0,0.0012113868899306102,0.0036866981693832734,0.0036866981693832734,0.004996774642995194
33,0.0012113868899306102,0.0036866981693832734,0.0036866981693832734,0.004996774642995194,0.004996774642995194
34,0.002478313475906546,0.002478313475906546,0.003789978883797618,0.003789978883797618,0.009316788641637319
35,0.0,0.001314924202261314,0.001314924202261314,0.006855465157413976,0.011037120165835801
36,0.001314924202261314,0.001314924202261314,0.006855465157413976,0.011037120165835801,0.013866768818705522
37,0.0,0.0055478359388988485,0.009734996746405211,0.012568371071749351,0.013920091091766174
38,0.0055478359388988485,0.009734996746405211,0.012568371071749351,0.013920091091766174,0.022620739471456597
39,0.004210520082139513,0.007059701196868384,0.00841896217378324,0.017168149609968264,0.02629857196262264
40,0.0028612283742582845,0.004226236746336043,0.013012418577566853,0.02218144730983218,0.02615900880793387
