Age,1yr Prob,2yr Prob,3yr Prob,4yr Prob,5yr Prob
1,0.0,0.0007827788249847867,0.0007827788249847867,0.0007827788249847867,0.0014567870430456376
2,0.0007827788249847867,0.0007827788249847867,0.0007827788249847867,0.0014567870430456376,0.0014567870430456376
3,0.0,0.0,0.0006745362307389868,0.0006745362307389868,0.0006745362307389868
4,0.0,0.0006745362307389868,0.0006745362307389868,0.0006745362307389868,0.0006745362307389868
5,0.0006745362307389868,0.0006745362307389868,0.0006745362307389868,0.0006745362307389868,0.0006745362307389868
6,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0012224937351869025
12,0.0,0.0,0.0,0.0012224937351869025,0.0012224937351869025
13,0.0,0.0,0.0012224937351869025,0.0012224937351869025,0.0012224937351869025
14,0.0,0.0012224937351869025,0.0012224937351869025,0.0012224937351869025,0.0012224937351869025
15,0.0012224937351869025,0.0012224937351869025,0.0012224937351869025,0.0012224937351869025,0.0012224937351869025
16,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0006512536402762947
18,0.0,0.0,0.0,0.0006512536402762947,0.0006512536402762947
19,0.0,0.0,0.0006512536402762947,0.0006512536402762947,0.001286769514788455
20,0.0,0.0006512536402762947,0.0006512536402762947,0.001286769514788455,0.0019034494769640808
21,0.0006512536402762947,0.0006512536402762947,0.001286769514788455,0.0019034494769640808,0.0019034494769640808
22,0.0,0.0006359300262567258,0.0012530118652263056,0.0012530118652263056,0.0012530118652263056
23,0.0006359300262567258,0.0012530118652263056,0.0012530118652263056,0.0012530118652263056,0.0019195096637298903
24,0.0006174745095506307,0.0006174745095506307,0.0006174745095506307,0.0012843964237245764,0.001977227199659204
25,0.0,0.0,0.0006673339758934693,0.0013605928214937002,0.0013605928214937002
26,0.0,0.0006673339758934693,0.0013605928214937002,0.0013605928214937002,0.0021380465830512785
27,0.0006673339758934693,0.0013605928214937002,0.0013605928214937002,0.0021380465830512785,0.0021380465830512785
28,0.0006937217897203807,0.0006937217897203807,0.0014716947190459573,0.0014716947190459573,0.0014716947190459573
29,0.0,0.0007785130007578189,0.0007785130007578189,0.0007785130007578189,0.0016336447303155754
30,0.0007785130007578189,0.0007785130007578189,0.0007785130007578189,0.0016336447303155754,0.002630515696146918
31,0.0,0.0,0.0008557979794107107,0.0018534456269058142,0.0029618814422752715
32,0.0,0.0008557979794107107,0.0018534456269058142,0.0029618814422752715,0.0029618814422752715
33,0.0008557979794107107,0.0018534456269058142,0.0029618814422752715,0.0029618814422752715,0.0029618814422752715
34,0.000998502163629178,0.0021078873886325455,0.0021078873886325455,0.0021078873886325455,0.0021078873886325455
35,0.0011104940557207232,0.0011104940557207232,0.0011104940557207232,0.0011104940557207232,0.005025144186247332
36,0.0,0.0,0.0,0.0039190021591286595,0.006254478222386339
37,0.0,0.0,0.0039190021591286595,0.006254478222386339,0.007305504588430267
38,0.0,0.0039190021591286595,0.006254478222386339,0.007305504588430267,0.010461923213934243
39,0.0039190021591286595,0.006254478222386339,0.007305504588430267,0.010461923213934243,0.01154161549823407
40,0.002344664809709407,0.0033998263561320075,0.006568663661879137,0.007652603910353162,0.009702907717607068
41,0.0010576413609028057,0.004233925989444054,0.005320413687389558,0.007375536067768307,0.01244769906502452
42,0.003179647555308862,0.004267285584219516,0.00632458384833412,0.011402117054720717,0.011402117054720717
43,0.0010911073657787762,0.003154967979247525,0.00824869745009349,0.00824869745009349,0.014376904270829938
44,0.0020661149667274836,0.0071654083141050595,0.0071654083141050595,0.013300308970135566,0.01812052257012431
45,0.005109850886772516,0.005109850886772516,0.011257453195943512,0.016087646530673294,0.020607217589202254
46,0.0,0.0061791769821527565,0.011034178651467719,0.015576962658885418,0.021256310537661416
47,0.0061791769821527565,0.011034178651467719,0.015576962658885418,0.021256310537661416,0.02223849177929227
48,0.004885188111245498,0.009456217317116877,0.015170877090022405,0.016159165138413645,0.020126259893009646
49,0.004593469166834563,0.010336183177953484,0.011329322900711203,0.015315892799179887,0.018075398063598924
50,0.005769214721056959,0.006766937452418187,0.010771904041427693,0.013544143502333572,0.019468785437958935
51,0.0010035122087688197,0.005031718384144734,0.00782004429594807,0.01377906510213156,0.01683080356549127
52,0.004032252590078889,0.006823379431744048,0.012788386195039969,0.015843190191505485,0.018785360821502728
53,0.002802426934932045,0.008791583490260546,0.0118587550973831,0.014812837333126772,0.014812837333126772
54,0.0060059878975835534,0.009081779185056371,0.012044163285795606,0.012044163285795606,0.01579826580267507
55,0.0030943760727161207,0.006074659720978093,0.006074659720978093,0.00985144556794626,0.014178380638270371
56,0.0029895343919530415,0.0029895343919530415,0.006778043310269322,0.011118409104654448,0.013880646386825624
57,0.0,0.003799868756649172,0.00815324913138582,0.0109237689779218,0.013957742764042047
58,0.003799868756649172,0.00815324913138582,0.0109237689779218,0.013957742764042047,0.015468918341191129
59,0.004369985747043836,0.0071510733615155475,0.010196619824487274,0.011713559573594767,0.011713559573594767
60,0.0027932942706215824,0.005852208143619753,0.00737580599361598,0.00737580599361598,0.008370917884173323
61,0.003067482253602427,0.00459534788190441,0.00459534788190441,0.005593247198906526,0.006664229058495286
62,0.001532566749608888,0.001532566749608888,0.0025335365236291985,0.0036078137094208707,0.006872886215871121
63,0.0,0.001002506181660645,0.0020784322960402113,0.005348516424694361,0.006423234292607827
64,0.001002506181660645,0.0020784322960402113,0.005348516424694361,0.006423234292607827,0.010179663706468167
65,0.0010770058193712018,0.004350371517372498,0.005426167877787491,0.009186366914426314,0.009186366914426314
66,0.003276894932913499,0.0043538511814753544,0.008118104340672172,0.008118104340672172,0.013380064888317333
67,0.001080496923455354,0.004857125698348175,0.004857125698348175,0.010136385826757577,0.012944507668946947
68,0.003780713824548698,0.003780713824548698,0.009065684347348557,0.011876843638503387,0.011876843638503387
69,0.0,0.005305027312901389,0.008126855127485233,0.008126855127485233,0.008126855127485233
70,0.005305027312901389,0.008126855127485233,0.008126855127485233,0.008126855127485233,0.009288979358697325
