Age,1yr Prob,2yr Prob,3yr Prob,4yr Prob,5yr Prob
1,0.0,0.0,0.0,0.0,0.0024479791921769856
2,0.0,0.0,0.0,0.0024479791921769856,0.0024479791921769856
3,0.0,0.0,0.0024479791921769856,0.0024479791921769856,0.0024479791921769856
4,0.0,0.0024479791921769856,0.0024479791921769856,0.0024479791921769856,0.0024479791921769856
5,0.0024479791921769856,0.0024479791921769856,0.0024479791921769856,0.0024479791921769856,0.0024479791921769856
6,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0050890475129274915
9,0.0,0.0,0.0,0.0050890475129274915,0.0050890475129274915
10,0.0,0.0,0.0050890475129274915,0.0050890475129274915,0.0050890475129274915
11,0.0,0.0050890475129274915,0.0050890475129274915,0.0050890475129274915,0.0050890475129274915
12,0.0050890475129274915,0.0050890475129274915,0.0050890475129274915,0.0050890475129274915,0.006909561098711436
13,0.0,0.0,0.0,0.0018298256554850623,0.0018298256554850623
14,0.0,0.0,0.0018298256554850623,0.0018298256554850623,0.005830502350596567
15,0.0,0.0018298256554850623,0.0018298256554850623,0.005830502350596567,0.012265233843504642
16,0.0018298256554850623,0.0018298256554850623,0.005830502350596567,0.012265233843504642,0.019116545696089005
17,0.0,0.004008010655837002,0.010454538170179606,0.01731840971100529,0.02451750992404278
18,0.004008010655837002,0.010454538170179606,0.01731840971100529,0.02451750992404278,0.02451750992404278
19,0.006472469240026202,0.013363961957096548,0.02059203235330309,0.02059203235330309,0.02237115623719499
20,0.006936388276828964,0.014211546913527884,0.014211546913527884,0.016002261140169338,0.017614050687540406
21,0.007325974439920335,0.007325974439920335,0.009129196515024085,0.010752244150989965,0.014923345853667391
22,0.0,0.0018165299269177204,0.0034515557200527347,0.007653440321922944,0.009025031754663404
23,0.0018165299269177204,0.0034515557200527347,0.007653440321922944,0.009025031754663404,0.009025031754663404
24,0.0016380012714649617,0.005847532612995421,0.0072216201168088245,0.0072216201168088245,0.0072216201168088245
25,0.004216437872126,0.005592779825809524,0.005592779825809524,0.005592779825809524,0.007235070484708506
26,0.0013821697867179017,0.0013821697867179017,0.0013821697867179017,0.0030314143829930362,0.0030314143829930362
27,0.0,0.0,0.001651527287393706,0.001651527287393706,0.003759971007026519
28,0.0,0.001651527287393706,0.001651527287393706,0.003759971007026519,0.003759971007026519
29,0.001651527287393706,0.001651527287393706,0.003759971007026519,0.003759971007026519,0.003759971007026519
