Age,1yr Prob,2yr Prob,3yr Prob,4yr Prob,5yr Prob
1,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0011031438483546374
6,0.0,0.0,0.0,0.0011031438483546374,0.0011031438483546374
7,0.0,0.0,0.0011031438483546374,0.0011031438483546374,0.0011031438483546374
8,0.0,0.0011031438483546374,0.0011031438483546374,0.0011031438483546374,0.003402099923668467
9,0.0011031438483546374,0.0011031438483546374,0.0011031438483546374,0.003402099923668467,0.003402099923668467
10,0.0,0.0,0.0023014949553158415,0.0023014949553158415,0.0023014949553158415
11,0.0,0.0023014949553158415,0.0023014949553158415,0.0023014949553158415,0.0023014949553158415
12,0.0023014949553158415,0.0023014949553158415,0.0023014949553158415,0.0023014949553158415,0.0023014949553158415
13,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0023337212266395513
16,0.0,0.0,0.0,0.0023337212266395513,0.0023337212266395513
17,0.0,0.0,0.0023337212266395513,0.0023337212266395513,0.0023337212266395513
18,0.0,0.0023337212266395513,0.0023337212266395513,0.0023337212266395513,0.0023337212266395513
19,0.0023337212266395513,0.0023337212266395513,0.0023337212266395513,0.0023337212266395513,0.0023337212266395513
20,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0009021199207497332
22,0.0,0.0,0.0,0.0009021199207497332,0.004470322835801732
23,0.0,0.0,0.0009021199207497332,0.004470322835801732,0.013335176526810821
24,0.0,0.0009021199207497332,0.004470322835801732,0.013335176526810821,0.017069002993223226
25,0.0009021199207497332,0.004470322835801732,0.013335176526810821,0.017069002993223226,0.022010827635296937
26,0.0035714247684811573,0.012444282841511889,0.016181480708567952,0.021127767494484972,0.032953646457966834
27,0.00890466039773008,0.012655253224905572,0.017619268618349837,0.02948753419948702,0.04388300325398764
28,0.003784290650262423,0.008792906063020078,0.020767804043975158,0.03529261157689889,0.03963487304424118
29,0.0050276414693630755,0.017048028087007894,0.03162801051110009,0.035986766779033785,0.04081890316857828
30,0.012081126188667524,0.026734781940093377,0.031115563205585728,0.035972116604396254,0.03987505815882175
31,0.014832853324173167,0.019267206570803164,0.02418315010377181,0.028133820202186022,0.032183256747221334
32,0.004501117664746035,0.009491076525591224,0.013501228621856987,0.01761163421008538,0.02121672507720207
33,0.005012520806793597,0.00904080468277213,0.01316979534380247,0.01679118651870748,0.024383494695497943
34,0.004048577454708213,0.008198369032365371,0.011838003953039355,0.019468560453053563,0.02348987308074524
35,0.004166660625928742,0.007821090790175456,0.01548266576992019,0.019520325174446795,0.027368605254849965
36,0.0036697206447654507,0.011363352376918878,0.015417905729254389,0.02329902375381876,0.028075058107131956
37,0.007721969201952117,0.011791456435602532,0.019701602486432712,0.024495228106647615,0.03498955421136529
38,0.0041011562357956555,0.012072859533981628,0.016903789446195416,0.027479783047784534,0.04330885438786325
39,0.008004531130948234,0.012855355029843807,0.023474901048810004,0.03936915721668488,0.04759916623676341
40,0.004889965782228667,0.015595202199359948,0.031617711038029905,0.03991412899391167,0.04717372278776466
