Age,1yr Prob,2yr Prob,3yr Prob,4yr Prob,5yr Prob
1,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.003780713824548698
7,0.0,0.0,0.0,0.003780713824548698,0.003780713824548698
8,0.0,0.0,0.003780713824548698,0.003780713824548698,0.003780713824548698
9,0.0,0.003780713824548698,0.003780713824548698,0.003780713824548698,0.003780713824548698
10,0.003780713824548698,0.003780713824548698,0.003780713824548698,0.003780713824548698,0.007664604748090054
11,0.0,0.0,0.0,0.0038986305298824853,0.0038986305298824853
12,0.0,0.0,0.0038986305298824853,0.0038986305298824853,0.0038986305298824853
13,0.0,0.0038986305298824853,0.0038986305298824853,0.0038986305298824853,0.0038986305298824853
14,0.0038986305298824853,0.0038986305298824853,0.0038986305298824853,0.0038986305298824853,0.0038986305298824853
15,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0031595550293338492
17,0.0,0.0,0.0,0.0031595550293338492,0.0031595550293338492
18,0.0,0.0,0.0031595550293338492,0.0031595550293338492,0.0031595550293338492
19,0.0,0.0031595550293338492,0.0031595550293338492,0.0031595550293338492,0.0031595550293338492
20,0.0031595550293338492,0.0031595550293338492,0.0031595550293338492,0.0031595550293338492,0.0031595550293338492
21,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.00303489903272236
36,0.0,0.0,0.0,0.00303489903272236,0.00303489903272236
37,0.0,0.0,0.00303489903272236,0.00303489903272236,0.007022754108797269
38,0.0,0.00303489903272236,0.00303489903272236,0.007022754108797269,0.014474705838326996
39,0.00303489903272236,0.00303489903272236,0.007022754108797269,0.014474705838326996,0.017456625781297364
40,0.0,0.003999994655987216,0.011474631152590398,0.014465628470427538,0.017660226548840585
41,0.003999994655987216,0.011474631152590398,0.014465628470427538,0.017660226548840585,0.019230713461794835
42,0.007504655076805422,0.010507664415950968,0.013715092188312905,0.015291886269164112,0.024384232391284177
43,0.003025716296309655,0.0062573967155363786,0.00784611356838294,0.017007210563577124,0.018928994485442163
44,0.0032414882430279457,0.004835026691125677,0.014023926690793997,0.01595154303283819,0.01595154303283819
45,0.0015987206823936395,0.010817503257393835,0.012751388264953478,0.012751388264953478,0.012751388264953478
46,0.009233544433457808,0.011170526133723047,0.011170526133723047,0.011170526133723047,0.013817993020967534
47,0.0019550335897854376,0.0019550335897854376,0.0019550335897854376,0.004627173802415729,0.010250734090954672
48,0.0,0.0,0.0026773745698467355,0.008311950643874577,0.014730621039033664
